system:index,gain_ha,gain_m2,.geo
00000000000000000041,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.07499895403319,18.8977505334509],[73.07499895403319,18.89800021706084],[73.07474920884266,18.898000265843685],[73.07474920884266,18.89775049474787],[73.07499895403319,18.8977505334509]]]}"
00000000000000000042,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.07250185022995,18.899997912242316],[73.07250185022995,18.900252069253355],[73.07199794102767,18.9002520930268],[73.07199794102767,18.89999793651993],[73.07250185022995,18.899997912242316]]]}"
00000000000000000043,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.06975055565054,18.89999789336725],[73.06975055565054,18.900252047625255],[73.06950089485146,18.90025209392494],[73.06950089485146,18.89999793991674],[73.06975055565054,18.89999789336725]]]}"
00000000000000000044,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.07074937627979,18.90349827037394],[73.07074937627979,18.903748041544993],[73.07024996650473,18.903748034025604],[73.07024996650473,18.903498263345664],[73.07074937627979,18.90349827037394]]]}"
00000000000000000045,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.14749949534388,18.908251742585385],[73.14749949534388,18.907498157376263],[73.14774916122421,18.90749808548163],[73.14774916122421,18.908501433695896],[73.14724973915453,18.908501391231024],[73.14724973915453,18.908251717210536],[73.14749949534388,18.908251742585385]]]}"
00000000000000000046,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.96824804384025,18.902499507747113],[72.96824804384025,18.90299884668224],[72.96799836471948,18.9029989063996],[72.96799836471948,18.902499480262858],[72.96824804384025,18.902499507747113]]]}"
00000000000000000047,0.024578001433727785,245.78001433727786,"{""type"":""Polygon"",""coordinates"":[[[72.93699871678558,18.904251910361754],[72.93699871678558,18.904002183187078],[72.93724842852939,18.90400217571903],[72.93724842852939,18.903748064216156],[72.93774776111543,18.90374803906008],[72.93774776111543,18.904251878983768],[72.93724842852939,18.904251903141237],[72.93724842852939,18.904501630737673],[72.93649929251237,18.904501650417775],[72.93649929251237,18.904251923563944],[72.93699871678558,18.904251910361754]]]}"
00000000000000000048,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.94749990119894,18.904751296553925],[72.94749990119894,18.90500103465787],[72.94725011010638,18.90500104961573],[72.94725011010638,18.904751311759245],[72.94749990119894,18.904751296553925]]]}"
00000000000000000049,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.94874840216289,18.905000999001366],[72.94874840216289,18.90475134734995],[72.94899810156808,18.904751321194826],[72.94924780071071,18.90475129462678],[72.94924780071071,18.90500103446228],[72.94899810156808,18.905001060782997],[72.94899810156808,18.905500452792214],[72.94874840216289,18.90550047820541],[72.94874840216289,18.905250738516308],[72.94849870249514,18.905250763763913],[72.94849870249513,18.905001024496322],[72.94874840216289,18.905000999001366]]]}"
0000000000000000004a,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.94950200516179,18.905250733105238],[72.94950200516179,18.905500473540855],[72.94924780071071,18.905500426966096],[72.94924780071071,18.90525077447196],[72.94950200516179,18.905250733105238]]]}"
0000000000000000004b,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.93575015413867,18.90649930617077],[72.93575015413867,18.90699867401644],[72.93550044082382,18.9069986760364],[72.93550044082382,18.906499308685763],[72.93575015413867,18.90649930617077]]]}"
0000000000000000004c,0.15388680629356233,1538.8680629356234,"{""type"":""Polygon"",""coordinates"":[[[72.94499828381743,18.906998709487286],[72.94499828381743,18.906748972469014],[72.94524798716421,18.906748954493978],[72.94524798716421,18.907248429199385],[72.94474858020833,18.90724837605833],[72.94474858020833,18.906998726801962],[72.94499828381743,18.906998709487286]]]}"
